,address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url,latitude,longitude
215,1200 Mariposa St,San Francisco,CA,94107.0,2250000.0,2919.0,0.0,,44.0,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15148947_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.764126,-122.395884
216,72 Townsend St Unit 702,San Francisco,CA,94107.0,1671000.0,1212.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095998214_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7812595,-122.3902125
217,200 Brannan St Apt 202,San Francisco,CA,94107.0,1299000.0,1261.0,1.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/69817843_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7835714,-122.3907007
218,72 Townsend St Unit 708,San Francisco,CA,94107.0,1195000.0,1005.0,1.0,1.5,128.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095998195_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7812595,-122.3902125
219,650 Delancey St Apt 416,San Francisco,CA,94107.0,1695000.0,1465.0,1.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/80732761_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7827982,-122.3897154
220,72 Townsend St Unit 711,San Francisco,CA,94107.0,1495000.0,1106.0,2.0,2.0,128.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095998216_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7812595,-122.3902125
221,200 Brannan St Apt 212,San Francisco,CA,94107.0,1395000.0,1517.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/69817849_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7835714,-122.3907007
222,72 Townsend St Unit 610,San Francisco,CA,94107.0,1469000.0,1219.0,2.0,2.0,150.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2096240245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7812595,-122.3902125
224,10 Miller Pl Apt 2400,San Francisco,CA,94108.0,7900000.0,3150.0,3.0,4.5,2.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068152_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7932132,-122.4089808
225,30 Miller Pl Apt 1,San Francisco,CA,94108.0,2250000.0,1782.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068154_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.793414,-122.408948
226,1242 Sacramento St Apt 3,San Francisco,CA,94108.0,1425000.0,1000.0,1.0,2.0,10.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15067925_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7926509,-122.4134023
227,17 Wetmore St,San Francisco,CA,94108.0,1279000.0,,3.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094800186_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7934291,-122.4104085
228,333 Grant Ave Apt 604,San Francisco,CA,94108.0,675000.0,606.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/64971325_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7901568,-122.4057559
229,946 Stockton St Apt 6B,San Francisco,CA,94108.0,888000.0,710.0,2.0,1.5,14.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15067583_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7947159,-122.4078309
230,930 Pine St Apt 314,San Francisco,CA,94108.0,549000.0,505.0,0.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068673_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7910683,-122.4113055
231,637 Powell St Apt 102,San Francisco,CA,94108.0,1250000.0,1590.0,3.0,2.0,17.0,House For Sale,"http://www.zillow.com/homes/for_sale/15068788_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7906513,-122.4091786
232,1177 California St Apt 1511,San Francisco,CA,94108.0,629000.0,,0.0,1.0,11.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068400_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7909769,-122.4136606
233,10 Miller Pl Apt 701,San Francisco,CA,94108.0,1290000.0,1000.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068117_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7932132,-122.4089808
241,1150 Sacramento St Apt 403,San Francisco,CA,94108.0,4995000.0,3700.0,3.0,4.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15067978_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7929197,-122.4118146
242,333 Grant Ave Apt 706,San Francisco,CA,94108.0,899000.0,,1.0,1.5,205.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/64971334_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7901568,-122.4057559
243,1177 California St Apt 1431,San Francisco,CA,94108.0,2179000.0,1745.0,2.0,2.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068423_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7909769,-122.4136606
244,1177 California St Apt 1525,San Francisco,CA,94108.0,1095000.0,653.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068407_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7909769,-122.4136606
245,849 Mason St Apt 2,San Francisco,CA,94108.0,2795000.0,1680.0,3.0,3.0,96.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068689_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7914899,-122.4108994
247,1177 California St Apt 630,San Francisco,CA,94108.0,725000.0,656.0,0.0,1.0,100.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068545_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7909769,-122.4136606
248,333 Grant Ave Apt 307,San Francisco,CA,94108.0,1000000.0,680.0,1.0,1.0,657.0,Make Me Move,"http://www.zillow.com/homes/for_sale/69817583_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7901568,-122.4057559
249,333 Grant Ave Apt 302,San Francisco,CA,94108.0,975000.0,800.0,1.0,1.0,57.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/64971301_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7901568,-122.4057559
250,1450 Franklin St # 61R182,San Francisco,CA,94109.0,1495000.0,1273.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566252_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
252,1450 Franklin St # 69RVVK,San Francisco,CA,94109.0,1495000.0,1325.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566250_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
253,1688 Pine St # DHUI6I,San Francisco,CA,94109.0,1986000.0,1239.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096481501_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892328,-122.4235521
254,1452 Bush St Unit 15,San Francisco,CA,94109.0,1395000.0,1437.0,2.0,2.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/67394895_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7888368,-122.4212749
255,1080 Chestnut St Apt 5B,San Francisco,CA,94109.0,1750000.0,1224.0,1.0,2.0,59.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/80741576_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8030594,-122.4210523
256,2164 Hyde St Apt 510,San Francisco,CA,94109.0,3395000.0,2650.0,4.0,3.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/80743818_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.800913,-122.419097
257,17 Reed St,San Francisco,CA,94109.0,1250000.0,,2.0,2.0,,House For Sale,"http://www.zillow.com/homes/for_sale/15067770_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7936403,-122.4156488
258,66 Cleary Ct Apt 1202,San Francisco,CA,94109.0,1098000.0,1202.0,3.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076952_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7842506,-122.4271638
259,44 Reed St,San Francisco,CA,94109.0,3250000.0,,2.0,3.0,,House For Sale,"http://www.zillow.com/homes/for_sale/15067774_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7936966,-122.4154453
260,909 Bay St,San Francisco,CA,94109.0,1749000.0,1611.0,2.0,1.0,,House For Sale,"http://www.zillow.com/homes/for_sale/15070481_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.804325,-122.422053
261,900 Bush St Apt 420,San Francisco,CA,94109.0,749000.0,862.0,1.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069046_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.789945,-122.412727
262,66 Cleary Ct Apt 105,San Francisco,CA,94109.0,1200000.0,1232.0,3.0,2.0,4.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076846_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7842506,-122.4271638
263,2448 Larkin St,San Francisco,CA,94109.0,4995000.0,5417.0,0.0,,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2094596861_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8005871,-122.4208144
264,1001 Pine St Apt 404,San Francisco,CA,94109.0,725000.0,616.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068829_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.790348,-122.412568
265,1450 Franklin St # 37MLCI,San Francisco,CA,94109.0,4245000.0,2076.0,3.0,3.0,,New Construction,"http://www.zillow.com/homes/for_sale/2094784498_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
266,1688 Pine St # TEE1W4,San Francisco,CA,94109.0,2675000.0,1485.0,2.0,3.0,,New Construction,"http://www.zillow.com/homes/for_sale/2095478807_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892328,-122.4235521
267,1688 Pine St # 817P08,San Francisco,CA,94109.0,1802000.0,1139.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2094647967_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892328,-122.4235521
268,1450 Franklin St # 964615,San Francisco,CA,94109.0,1690000.0,1266.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566251_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
269,3037 Van Ness Ave # 2,San Francisco,CA,94109.0,839000.0,,2.0,1.0,16.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094696729_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8036795,-122.4253975
270,929 Bush St Apt 4,San Francisco,CA,94109.0,549000.0,550.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094696577_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.789482,-122.412592
271,1441 Jones St Apt 202,San Francisco,CA,94109.0,929888.0,877.0,2.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15067481_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.79459,-122.4151234
272,1601 Pacific Ave Apt 205,San Francisco,CA,94109.0,1349000.0,1190.0,3.0,2.0,12.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/80753484_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7947855,-122.4218251
273,955 Leavenworth St,San Francisco,CA,94109.0,1549000.0,1722.0,3.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094852311_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.790011,-122.415809
274,1545 Pine St # 202,San Francisco,CA,94109.0,603500.0,423.0,,1.0,23.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094786637_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892442,-122.4212438
275,1230 Leavenworth St,San Francisco,CA,94109.0,1600000.0,1710.0,3.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094690577_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7925591,-122.4158605
277,1001 Pine St Apt 307,San Francisco,CA,94109.0,550000.0,450.0,0.0,1.0,24.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15068820_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.790348,-122.412568
278,2739 Hyde St,San Francisco,CA,94109.0,2498000.0,3090.0,0.0,,11.0,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2094657509_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8062642,-122.4206197
279,1333 Jones St Apt 609,San Francisco,CA,94109.0,945000.0,,1.0,1.0,24.0,Co-op For Sale,"http://www.zillow.com/homes/for_sale/63196181_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7936511,-122.4148841
280,307 Austin St,San Francisco,CA,94109.0,2000000.0,2300.0,4.0,2.0,25.0,Make Me Move,"http://www.zillow.com/homes/for_sale/15075496_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7885591,-122.4240917
281,1545 Pine St # 209,San Francisco,CA,94109.0,1759500.0,1398.0,2.0,2.0,22.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094773735_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892442,-122.4212438
282,1688 Pine St Unit E403,San Francisco,CA,94109.0,940000.0,743.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094760152_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892328,-122.4235521
285,1450 Franklin Street Residence # 704,San Francisco,CA,94109.0,984000.0,699.0,1.0,1.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566254_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
286,1545 Pine St # 802,San Francisco,CA,94109.0,1019500.0,742.0,1.0,1.0,22.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094773736_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892442,-122.4212438
287,1450 Franklin Street Residence # 703,San Francisco,CA,94109.0,950000.0,699.0,1.0,1.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566253_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
288,1333 Jones St Apt 610,San Francisco,CA,94109.0,2595000.0,,2.0,2.0,19.0,Co-op For Sale,"http://www.zillow.com/homes/for_sale/63196182_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7936511,-122.4148841
289,1688 Pine St,San Francisco,CA,94109.0,1744000.0,1150.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096951111_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892328,-122.4235521
290,1645 Pacific Ave Apt 5E,San Francisco,CA,94109.0,2699999.0,1626.0,2.0,3.0,17.0,Make Me Move,"http://www.zillow.com/homes/for_sale/123598620_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.794657,-122.422326
291,1150 Lombard St Apt 8,San Francisco,CA,94109.0,3150000.0,3111.0,4.0,4.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15064609_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8021794,-122.4205944
292,1450 Franklin St # 8MN90P,San Francisco,CA,94109.0,1405000.0,1076.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
293,1450 Post St Apt 512,San Francisco,CA,94109.0,365000.0,715.0,1.0,1.0,73.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076220_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863607,-122.4258197
295,898 Francisco St,San Francisco,CA,94109.0,12000000.0,6305.0,6.0,7.0,81.0,House For Sale,"http://www.zillow.com/homes/for_sale/68961223_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8040691,-122.4198782
298,1735 Franklin St,San Francisco,CA,94109.0,7998000.0,7885.0,8.0,5.0,44.0,House For Sale,"http://www.zillow.com/homes/for_sale/15074834_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7906764,-122.4243691
299,1450 Post St Apt 308,San Francisco,CA,94109.0,550000.0,1116.0,1.0,2.0,169.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076184_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863607,-122.4258197
300,1466 Jackson St,San Francisco,CA,94109.0,2588000.0,4718.0,12.0,9.0,44.0,House For Sale,"http://www.zillow.com/homes/for_sale/2131444197_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.794611,-122.419243
303,1090 Chestnut St # 2,San Francisco,CA,94109.0,6925000.0,3260.0,4.0,4.0,284.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/80751244_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8030273,-122.4212927
304,1450 Post St Apt 1016,San Francisco,CA,94109.0,675000.0,1094.0,2.0,2.0,61.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076303_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863607,-122.4258197
307,2062 Jackson St,San Francisco,CA,94109.0,4950000.0,2150.0,3.0,2.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15073508_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.793443,-122.429062
313,1145 Pine St Apt 16,San Francisco,CA,94109.0,455000.0,390.0,0.0,1.0,50.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069182_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.790012,-122.4146936
314,1067 Lombard St Apt 2,San Francisco,CA,94109.0,2150000.0,1433.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15064664_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.801769,-122.419014
315,631 Ofarrell St Apt 2101,San Francisco,CA,94109.0,3950000.0,3591.0,3.0,4.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15069585_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7852565,-122.4151645
316,151 Alice B Toklas Pl Unit 504,San Francisco,CA,94109.0,849000.0,1095.0,1.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/67447644_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7850997,-122.4205869
317,1868 Van Ness Ave # 401,San Francisco,CA,94109.0,1269000.0,989.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094928954_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7929192,-122.4227782
318,1200 Gough St Apt 9B,San Francisco,CA,94109.0,639900.0,550.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077033_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7849709,-122.4242992
319,1945 Hyde St # 2,San Francisco,CA,94109.0,4285000.0,,2.0,2.0,43.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095005578_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7988349,-122.4192567
321,1101 Green St # 202,San Francisco,CA,94109.0,925000.0,930.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15066196_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7982568,-122.417411
322,1940 Broadway # 1W,San Francisco,CA,94109.0,2695000.0,2000.0,2.0,2.0,31.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/80741160_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.795389,-122.429114
323,1372 Jackson St # 1374,San Francisco,CA,94109.0,1699000.0,2200.0,2.0,2.0,99.0,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2095687336_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7947892,-122.4176458
324,1150 Lombard St Apt 27,San Francisco,CA,94109.0,2475000.0,2001.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15064586_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.8021794,-122.4205944
325,1 McCormick St,San Francisco,CA,94109.0,1149000.0,,,,288.0,Lot/Land For Sale,"http://www.zillow.com/homes/for_sale/15067438_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7949152,-122.4191845
326,1450 Post St Apt 708,San Francisco,CA,94109.0,725000.0,1116.0,1.0,2.0,116.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15076248_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863607,-122.4258197
327,151 Alice B Toklas Pl Apt 405,San Francisco,CA,94109.0,749000.0,758.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077139_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7850997,-122.4205869
328,1788 Clay St Apt 511,San Francisco,CA,94109.0,1625000.0,1143.0,2.0,2.0,36.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2098884623_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7924992,-122.4222352
329,1788 Clay St Apt 804,San Francisco,CA,94109.0,1785000.0,1293.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2096445115_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7924992,-122.4222352
330,2809 Polk St,San Francisco,CA,94109.0,2850000.0,2856.0,0.0,,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2096603211_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.802677,-122.423395
331,666 Post St Apt 704,San Francisco,CA,94109.0,838000.0,850.0,1.0,1.0,,Co-op For Sale,"http://www.zillow.com/homes/for_sale/63196402_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.787933,-122.4128901
332,1269 Lombard St Unit B,San Francisco,CA,94109.0,3500000.0,1600.0,3.0,2.0,107.0,Make Me Move,"http://www.zillow.com/homes/for_sale/2104623775_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.801354,-122.422357
333,1688 Pine St # 06,San Francisco,CA,94109.0,2675000.0,1485.0,2.0,3.0,,New Construction,"http://www.zillow.com/homes/for_sale/2095478808_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7892328,-122.4235521
334,1731 Larkin St Apt 1,San Francisco,CA,94109.0,1599000.0,1100.0,2.0,2.0,237.0,Make Me Move,"http://www.zillow.com/homes/for_sale/2100348642_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.793838,-122.420011
335,1450 Franklin Street Residence # 1006,San Francisco,CA,94109.0,1625000.0,1273.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096314183_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
336,1228 Leavenworth St,San Francisco,CA,94109.0,3250000.0,3420.0,0.0,,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15067849_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7925759,-122.415725
337,1450 Franklin Street Residence # 1007,San Francisco,CA,94109.0,1405000.0,1076.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096314187_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7881078,-122.4233468
