,Unnamed: 0,address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url,latitude,longitude,photo_url
0,0,181 Ofarrell St Ste 305,San Francisco,CA,94102.0,1040000.0,1334.0,1.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/82785263_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7862743,-122.4075642,https://photos.zillowstatic.com/p_h/ISqtn3q6r2841e1000000000.jpg
1,1,342 Hayes St Apt B,San Francisco,CA,94102.0,1269000.0,,2.0,2.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15078395_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7771615,-122.4221579,https://photos.zillowstatic.com/p_h/ISqtjgl08cijwu1000000000.jpg
2,2,650 Turk St Unit 406,San Francisco,CA,94102.0,499900.0,398.0,0.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2099883483_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7821397,-122.4200225,https://photos.zillowstatic.com/p_h/ISa5asnpmsu9b61000000000.jpg
3,3,181 Ofarrell St Ste 509,San Francisco,CA,94102.0,948000.0,1076.0,1.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/82785281_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7862743,-122.4075642,https://photos.zillowstatic.com/p_h/ISqpgbcud7p7d41000000000.jpg
4,4,653 Fell St,San Francisco,CA,94102.0,1298000.0,1760.0,0.0,,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2094630147_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.774949,-122.428593,https://photos.zillowstatic.com/p_h/IS62dtea2hd1h80000000000.jpg
5,5,524 Hickory St,San Francisco,CA,94102.0,998000.0,,,,,Lot/Land For Sale,"http://www.zillow.com/homes/for_sale/2094630148_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.77475,-122.4286175,https://photos.zillowstatic.com/p_h/ISyvahw3y854h80000000000.jpg
6,6,294 Page St,San Francisco,CA,94102.0,5195000.0,6950.0,4.0,4.0,,House For Sale,"http://www.zillow.com/homes/for_sale/15078760_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.773943,-122.425587,https://photos.zillowstatic.com/p_h/ISax752dvbr3on0000000000.jpg
7,7,24 Page St Unit 5,San Francisco,CA,94102.0,1495000.0,1740.0,3.0,3.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15078709_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7744799,-122.421362,https://photos.zillowstatic.com/p_h/ISe8vxtlzq706f0000000000.jpg
8,8,601 Van Ness Ave Apt 623,San Francisco,CA,94102.0,644000.0,721.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077715_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7817846,-122.4208606,https://photos.zillowstatic.com/p_h/IS660iopd9q3nn0000000000.jpg
9,9,11 Franklin St Unit 205,San Francisco,CA,94102.0,749000.0,548.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095017323_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7745585,-122.420818,https://photos.zillowstatic.com/p_h/ISyfupvilvlwxj1000000000.jpg
10,10,450 Hayes St Unit 2F,San Francisco,CA,94102.0,999000.0,730.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095017977_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.776913,-122.4239543,https://photos.zillowstatic.com/p_h/ISuw0fr8b84iw00000000000.jpg
11,15,601 Van Ness Ave Apt 629,San Francisco,CA,94102.0,650000.0,706.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077721_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7817846,-122.4208606,https://photos.zillowstatic.com/p_h/IS6qn5ydsc57r30000000000.jpg
12,16,601 Van Ness Ave Apt 242,San Francisco,CA,94102.0,599000.0,682.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15077766_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7817846,-122.4208606,https://photos.zillowstatic.com/p_h/ISaxn9o1yjshi31000000000.jpg
13,17,368 Elm St Apt 202,San Francisco,CA,94102.0,675000.0,679.0,1.0,1.0,257.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/79842266_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7812639,-122.423206,https://photos.zillowstatic.com/p_h/ISec22tq65lp430000000000.jpg
14,18,8 Buchanan St Unit 806,San Francisco,CA,94102.0,999000.0,884.0,1.0,1.0,89.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095573100_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7699869,-122.4264516,https://photos.zillowstatic.com/p_h/ISu044k7clebgf0000000000.jpg
15,19,338 Potrero Ave # QM6VMC,San Francisco,CA,94103.0,772000.0,673.0,1.0,1.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096566274_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7652366,-122.4075214,https://photos.zillowstatic.com/p_h/ISyvifg417t6vd0000000000.jpg
16,20,1160 Mission St Unit 1113,San Francisco,CA,94103.0,1125000.0,1131.0,2.0,2.0,61.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/82785892_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7783901,-122.412238,https://photos.zillowstatic.com/p_h/ISy3dgz1jkhp4q1000000000.jpg
17,21,1160 Mission St Unit 2213,San Francisco,CA,94103.0,2495000.0,1630.0,3.0,2.0,36.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/82785941_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7783901,-122.412238,https://photos.zillowstatic.com/p_h/ISapphp6htdsws1000000000.jpg
18,22,1221 Harrison St Apt 5,San Francisco,CA,94103.0,1249000.0,1669.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/64971629_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7731279,-122.4087672,https://photos.zillowstatic.com/p_h/ISm6jlhewu6zbw0000000000.jpg
19,23,338 Potrero Ave # PSJ7L2,San Francisco,CA,94103.0,1107000.0,845.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2095614591_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7652366,-122.4075214,https://photos.zillowstatic.com/p_h/ISukz9hc4jai891000000000.jpg
20,24,475 Tehama St Ste 101,San Francisco,CA,94103.0,589000.0,577.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/64971542_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7796744,-122.4059342,https://photos.zillowstatic.com/p_h/ISukbn7rf77efx0000000000.jpg
21,25,55 Norfolk St Apt 201,San Francisco,CA,94103.0,799000.0,939.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/80748535_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7710051,-122.4135941,https://photos.zillowstatic.com/p_h/ISivfseo1m9rue1000000000.jpg
22,26,1367 Natoma St,San Francisco,CA,94103.0,1598000.0,2555.0,0.0,,5.0,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2099576729_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7673208,-122.418263,https://photos.zillowstatic.com/p_h/ISijqsc70koko81000000000.jpg
23,27,6 Mint Plz # 7UVRVS,San Francisco,CA,94103.0,4795000.0,3390.0,3.0,4.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096314152_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7829198,-122.4078691,https://photos.zillowstatic.com/p_h/IS2nainw0i8ki00000000000.jpg
24,28,57 Woodward St # A,San Francisco,CA,94103.0,749000.0,892.0,2.0,1.0,17.0,For Sale by Owner,"http://www.zillow.com/homes/for_sale/2094720974_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7690337,-122.4207489,https://photos.zillowstatic.com/p_h/IS6a76razog8ip0000000000.jpg
25,29,190 7th St Apt 2,San Francisco,CA,94103.0,1395000.0,1909.0,2.0,3.0,17.0,House For Sale,"http://www.zillow.com/homes/for_sale/2094799564_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7780056,-122.4098162,https://photos.zillowstatic.com/p_h/IS2bh72a0ygkq01000000000.jpg
26,30,140 S Van Ness Ave Unit 721,San Francisco,CA,94103.0,989000.0,1160.0,2.0,2.0,22.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/64969833_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7716893,-122.4186755,https://photos.zillowstatic.com/p_h/ISyrzxmhtt5os61000000000.jpg
27,31,1312 JESSIE ST,SAN FRANCISCO,CA,94103.0,1638000.0,1650.0,4.0,2.0,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/15142465_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7712991,-122.4212195,https://photos.zillowstatic.com/p_h/ISiv7eq5957amw1000000000.jpg
28,32,44 Langton St,San Francisco,CA,94103.0,2250000.0,2760.0,0.0,,25.0,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2094820310_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.776848,-122.409322,https://photos.zillowstatic.com/p_h/ISus58qt8r26u21000000000.jpg
29,36,112 Russ St,San Francisco,CA,94103.0,840000.0,725.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2129785916_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.778444,-122.408114,https://photos.zillowstatic.com/p_h/IS2nauw7543j2c0000000000.jpg
30,37,765 Market St # 24CD,San Francisco,CA,94103.0,7995000.0,3343.0,3.0,3.5,46.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2098889768_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.786212,-122.404303,https://photos.zillowstatic.com/p_h/ISahr5bqh17wqo1000000000.jpg
31,39,195 7th St Apt 102,San Francisco,CA,94103.0,458888.0,364.0,0.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15147308_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7783013,-122.4094944,https://photos.zillowstatic.com/p_h/ISintlcqopayeq0000000000.jpg
32,40,1160 Mission St Unit 513,San Francisco,CA,94103.0,1150000.0,1131.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/82785865_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7783901,-122.412238,https://photos.zillowstatic.com/p_h/ISq51u0bpwptv30000000000.jpg
33,41,10 Mint Plz # 1,San Francisco,CA,94103.0,1600000.0,1559.0,2.0,2.0,57.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/69819129_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7828787,-122.408096,https://photos.zillowstatic.com/p_h/IS2rdrjrsomzwj0000000000.jpg
34,42,1791 MISSION ST,SAN FRANCISCO,CA,94103.0,950000.0,,,,72.0,For Sale by Owner,"http://www.zillow.com/homes/for_sale/125271727_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.768462,-122.419723,OOPS
35,43,765 Market St Apt 34F,San Francisco,CA,94103.0,5995000.0,2572.0,3.0,3.0,208.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/63149714_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.786212,-122.404303,https://photos.zillowstatic.com/p_h/IS2vs9jk0fzbts0000000000.jpg
36,44,1283 1287 Howard St # 9th,San Francisco,CA,94103.0,1295000.0,1519.0,4.0,2.0,44.0,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2095019869_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7751631,-122.4127435,https://photos.zillowstatic.com/p_h/ISa953ww6jce8d1000000000.jpg
37,47,763 Tehama St,San Francisco,CA,94103.0,1995000.0,4582.0,0.0,,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2095163711_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7749049,-122.41192,https://photos.zillowstatic.com/p_h/ISin1si5kj1xh40000000000.jpg
38,48,769 Tehama St,San Francisco,CA,94103.0,2495000.0,5265.0,0.0,,,Apartment For Sale,"http://www.zillow.com/homes/for_sale/2095163623_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.774858,-122.411979,https://photos.zillowstatic.com/p_h/ISahfwvqwxl59x0000000000.jpg
39,49,1283 Howard St Unit 1285,San Francisco,CA,94103.0,1195000.0,1482.0,3.0,2.0,36.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094931478_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.775089,-122.412627,https://photos.zillowstatic.com/p_h/ISmywubonfcjnp1000000000.jpg
40,50,68 Harriet St Unit 10,San Francisco,CA,94103.0,1100000.0,1005.0,1.0,2.0,318.0,Make Me Move,"http://www.zillow.com/homes/for_sale/80731490_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7783528,-122.4068131,https://photos.zillowstatic.com/p_h/IS9tcepbgs4lyv0000000000.jpg
41,51,1283-1287 HOWARD ST,SAN FRANCISCO,CA,94103.0,2490000.0,3001.0,7.0,4.0,51.0,House For Sale,"http://www.zillow.com/homes/for_sale/15147410_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7751631,-122.4127435,https://photos.zillowstatic.com/p_h/IS625ve9g5zkit0000000000.jpg
42,52,10 Mint Plz # 3,San Francisco,CA,94103.0,1695000.0,1559.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095253372_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7828787,-122.408096,https://photos.zillowstatic.com/p_h/IS66kpv3idz0bg1000000000.jpg
43,53,765 Market St Apt 26G,San Francisco,CA,94103.0,3200000.0,1762.0,2.0,3.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/63197316_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.786212,-122.404303,https://photos.zillowstatic.com/p_h/ISd87za5rhcpbc0000000000.jpg
44,54,338 Potrero Ave # 503,San Francisco,CA,94103.0,1062000.0,845.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2095745376_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7652366,-122.4075214,https://photos.zillowstatic.com/p_h/ISqh2z6k3l8stx0000000000.jpg
45,55,520 6th St Apt 20,San Francisco,CA,94103.0,1895000.0,2051.0,2.0,3.0,80.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/80734645_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7754881,-122.4023557,https://photos.zillowstatic.com/p_h/ISq1etx4810p6n0000000000.jpg
46,56,574 Natoma St Apt 402,San Francisco,CA,94103.0,595000.0,370.0,0.0,1.0,98.0,Make Me Move,"http://www.zillow.com/homes/for_sale/119684755_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7790285,-122.4094653,https://photos.zillowstatic.com/p_h/ISu4r4vfs3mdre0000000000.jpg
47,58,1283 Howard St,San Francisco,CA,94103.0,2490000.0,3001.0,7.0,4.0,50.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2133448285_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.775089,-122.412627,https://photos.zillowstatic.com/p_h/ISew5albk7cdac1000000000.jpg
48,61,690 Market St # 201,San Francisco,CA,94104.0,1249000.0,1290.0,1.0,1.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/89238930_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7882516,-122.4030794,https://photos.zillowstatic.com/p_h/ISizm05hkhf1eo1000000000.jpg
49,62,690 Market St # 902,San Francisco,CA,94104.0,3195000.0,2490.0,2.0,3.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/89240586_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7882516,-122.4030794,https://photos.zillowstatic.com/p_h/ISuoiv56l56e1q1000000000.jpg
50,63,690 Market St Unit 1605,San Francisco,CA,94104.0,1048000.0,952.0,1.0,2.0,228.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/89240118_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7882516,-122.4030794,https://photos.zillowstatic.com/p_h/ISyz5gzivgdi8m0000000000.jpg
51,64,690 Market St # 701,San Francisco,CA,94104.0,1495000.0,1475.0,1.0,1.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/89237213_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7882516,-122.4030794,https://photos.zillowstatic.com/p_h/ISqt3sr8yfl0rx0000000000.jpg
52,65,690 Market St Unit 1904,San Francisco,CA,94104.0,2698000.0,1960.0,3.0,3.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/89238999_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7882516,-122.4030794,https://photos.zillowstatic.com/p_h/ISq1m3fvi47vkv0000000000.jpg
53,66,690 Market St # 504,San Francisco,CA,94104.0,1998000.0,1695.0,2.0,2.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/89237437_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7882516,-122.4030794,https://photos.zillowstatic.com/p_h/ISq5l92ufzi2c71000000000.jpg
54,67,201 Folsom St # 2PGZ5G,San Francisco,CA,94105.0,1525000.0,972.0,1.0,1.0,,New Construction,"http://www.zillow.com/homes/for_sale/2098636730_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISew1farbkjquo1000000000.jpg
55,70,50 Guy Pl,San Francisco,CA,94105.0,1150000.0,1263.0,2.0,2.5,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15147659_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863943,-122.3947218,https://photos.zillowstatic.com/p_h/ISek80mr7pb32i0000000000.jpg
56,71,401 Harrison St # 9QXRH8,San Francisco,CA,94105.0,800000.0,840.0,1.0,1.0,,New Construction,"http://www.zillow.com/homes/for_sale/2097683950_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863987,-122.3920534,https://photos.zillowstatic.com/p_h/ISe0hp7h1e3dke0000000000.jpg
57,72,201 Folsom St # 4LNGQC,San Francisco,CA,94105.0,1605000.0,1366.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2098636731_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISekowl9scueol1000000000.jpg
58,73,201 Folsom St # OBJV6E,San Francisco,CA,94105.0,1170000.0,876.0,1.0,1.0,,New Construction,"http://www.zillow.com/homes/for_sale/2097661525_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISu863b4k00luo1000000000.jpg
59,74,333 1st St Unit N1406,San Francisco,CA,94105.0,575000.0,506.0,0.0,1.0,4.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094576017_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.787202,-122.3938869,https://photos.zillowstatic.com/p_h/IS6avg71vkqlyb0000000000.jpg
60,75,425 1st St Unit 5101,San Francisco,CA,94105.0,2045000.0,1042.0,2.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/89239893_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7861411,-122.392459,https://photos.zillowstatic.com/p_h/ISq1quijml0tvd1000000000.jpg
61,76,403 Main St Apt 517N,San Francisco,CA,94105.0,875000.0,922.0,1.0,1.0,10.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15148614_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7880115,-122.3896827,https://photos.zillowstatic.com/p_h/IS6qfbtv0xogqc1000000000.jpg
62,77,188 Minna St Apt 25F,San Francisco,CA,94105.0,3250000.0,1527.0,2.0,2.0,9.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/69819154_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.78629,-122.401375,https://photos.zillowstatic.com/p_h/IS66ktqum0uwzb0000000000.jpg
63,78,201 Folsom St Apt 11B,San Francisco,CA,94105.0,1565000.0,1189.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2094621051_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISap17p0wl5ost0000000000.jpg
64,79,201 Folsom St Apt 32E,San Francisco,CA,94105.0,3295000.0,1780.0,3.0,3.0,,New Construction,"http://www.zillow.com/homes/for_sale/2094621050_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISiv3j770udlst0000000000.jpg
65,80,201 Folsom St # 36ILJO,San Francisco,CA,94105.0,2350000.0,1495.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2098636733_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/IS6qz2sk7cbtuo1000000000.jpg
66,82,201 Harrison St Apt 1026,San Francisco,CA,94105.0,730000.0,742.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/15148394_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7876582,-122.3905155,https://photos.zillowstatic.com/p_h/ISy7gtmgna85wj0000000000.jpg
67,83,425 1st St Unit 4404,San Francisco,CA,94105.0,998000.0,605.0,1.0,1.0,16.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/89240435_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7861411,-122.392459,https://photos.zillowstatic.com/p_h/ISije3d532tz321000000000.jpg
68,84,401 Harrison St Apt 5E,San Francisco,CA,94105.0,845000.0,707.0,1.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2094818006_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7863987,-122.3920534,https://photos.zillowstatic.com/p_h/ISe8zcgs4sv4oe1000000000.jpg
69,85,425 1st St Unit 2902,San Francisco,CA,94105.0,2985000.0,1971.0,3.0,2.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/82786151_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7861411,-122.392459,https://photos.zillowstatic.com/p_h/ISizqrgbqgxq2m0000000000.jpg
70,86,501 Beale St Unit 12D,San Francisco,CA,94105.0,1995000.0,1259.0,2.0,2.0,24.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/79842972_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7862361,-122.3890738,https://photos.zillowstatic.com/p_h/ISug82q7xknj3v1000000000.jpg
71,87,38 Bryant St Apt 608,San Francisco,CA,94105.0,1295000.0,1101.0,2.0,2.0,10.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/15148446_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7873374,-122.3887639,https://photos.zillowstatic.com/p_h/ISewhft2r7uu5v1000000000.jpg
72,88,318 Spear St Unit 8D,San Francisco,CA,94105.0,888000.0,538.0,0.0,1.0,,Condo For Sale,"http://www.zillow.com/homes/for_sale/2095635281_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7897457,-122.3908558,https://photos.zillowstatic.com/p_h/IS2jzavjkpyq0z0000000000.jpg
73,89,201 Folsom St # C15207,San Francisco,CA,94105.0,5435000.0,2692.0,3.0,3.0,,New Construction,"http://www.zillow.com/homes/for_sale/2096951602_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISirc3unwoocuo1000000000.jpg
74,90,425 1st St Unit 5302,San Francisco,CA,94105.0,3250000.0,1971.0,2.0,2.5,22.0,Condo For Sale,"http://www.zillow.com/homes/for_sale/89237995_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7861411,-122.392459,https://photos.zillowstatic.com/p_h/ISuoiz09v82agb0000000000.jpg
75,91,201 Folsom St # 52P34K,San Francisco,CA,94105.0,1485000.0,1189.0,2.0,2.0,,New Construction,"http://www.zillow.com/homes/for_sale/2098636734_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",37.7886997,-122.39226,https://photos.zillowstatic.com/p_h/ISyjhqul1v8p1l1000000000.jpg
